name,category,calories,protein,carbs,fat,fiber,standardUnit
แป้งห่อปอเปี๊ยะ แห้ง แผ่นบาง แช่น้ำ,starch,14.96,0.22,3.52,0.0,0.0,ชิ้น (เล็ก)
สปาเก็ตตี้ แห้ง,starch,408.16,14.6,83.63,1.69,3.58,ถ้วยตวง
สปาเก็ตตี้ ต้ม,starch,167.41,6.26,33.33,1.0,1.94,ถ้วยตวง
เกล็ดขนมปัง,starch,350.12,12.02,64.78,4.77,4.05,ถ้วยตวง
ก๋วยเตี๋ยวผัดไทยกึ่งสำเร็จรูป,starch,275.53,4.51,63.46,0.4,1.45,ถ้วยตวง
ก๋วยเตี๋ยวเส้นเล็ก อบแห้ง,starch,364.64,5.72,84.3,0.51,0.91,ถ้วยตวง
ก๋วยเตี๋ยวเส้นเล็ก อบแห้ง พร้อมเครื่องปรุง,starch,805.05,13.93,157.3,13.35,4.25,ชิ้น (กลาง)
ขนมปังชีสเชคไส้สับปะรด,starch,351.68,4.28,73.62,4.46,19.82,ถ้วยตวง
ขนมปังแซนด์วิช,starch,107.27,3.94,17.3,2.48,1.47,ถ้วยตวง
ขนมเวเฟอร์สอดไส้ครีม,starch,73.37,0.72,9.1,3.79,0.19,ชิ้น (เล็ก)
ข้าวเจ้า ข้าวกล้อง พันธุ์หอมนิล อินทรีย์ ดิบ,starch,225.6,5.76,46.32,1.92,2.28,ทัพพี
ข้าวบาเล่ย์ ดิบ,starch,463.09,10.87,102.84,0.92,12.31,ถ้วยตวง
ข้าวสาลี ดิบ,starch,219.0,7.32,45.54,0.84,7.02,ทัพพี
ข้าวโอ๊ต ดิบ,starch,495.43,14.04,92.56,7.67,12.8,ถ้วยตวง
คุกกี้สิงคโปร์,starch,527.02,7.19,64.27,26.8,2.5,ถ้วยตวง
เค้กชิฟฟอน รสกาแฟและใบเตย,starch,285.04,3.14,24.49,19.39,1.48,ถ้วยตวง
จมูกข้าวสาลี,starch,414.49,32.54,46.46,10.94,14.63,ถ้วยตวง
